Stream name,Units type,Data interval (seconds),Value interpolation,External data source,External update disabled,Latest update,Latest data,Records,External units,Lookup name,Value offset,Value factor,Time offset (seconds),Min. threshold,Max. threshold,Table,Data column,Time column,User field 1,User value 1,User field 2,User value 2,User field 3,User value 3,Tag name,Description
moata.Bothamley.213584.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,213584,,,,,,Bothamley
moata.Bothamley.229351.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,229351,,,,,,Bothamley
moata.Byron.1040972.PEAKVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,1040972,,,,,,Byron
moata.Byron.173534.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,173534,,,,,,Byron
moata.Byron.178240.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:32:04 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,178240,,,,,,Byron
moata.Byron.262547.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:32:18 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262547,,,,,,Byron
moata.Byron.32124.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32124,,,,,,Byron
moata.Byron.32126.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32126,,,,,,Byron
moata.Byron.32127.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32127,,,,,,Byron
moata.Byron.32132.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32132,,,,,,Byron
moata.Byron.32133.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32133,,,,,,Byron
moata.Byron.33464.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:32:35 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33464,,,,,,Byron
moata.Byron.33631.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33631,,,,,,Byron
moata.Byron.38172.Overflow Discharge (Rating),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:32:55 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,38172,,,,,,Byron
moata.Byron.39985.Final  Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,39985,,,,,,Byron
moata.Byron.40002.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:02 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40002,,,,,,Byron
moata.Byron.40018.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40018,,,,,,Byron
moata.Byron.689191.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:10 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689191,,,,,,Byron
moata.Byron.689523.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:22 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689523,,,,,,Byron
moata.Byron.689524.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:32 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689524,,,,,,Byron
moata.Byron.707487.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:39 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,707487,,,,,,Byron
moata.CAMBRIDGE.201416.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201416,,,,,,CAMBRIDGE
moata.Cannons Creek Park.805141.Raw - UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805141,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805142.Raw - PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805142,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805143.Raw - VELOCITY,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805143,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805144.Raw - FLOW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:33:56 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805144,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805151.Prelim - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805151,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805152.Prelim - Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805152,,,,,,Cannons Creek Park
moata.Cannons Creek Park.805153.Prelim - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:34:16 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805153,,,,,,Cannons Creek Park
moata.Cape Terawhiti.804332.Tide Height,Z,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m AD,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,804332,,,,,,Cape Terawhiti
moata.Castor Crescent at RG01.215609.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215609,,,,,,Castor Crescent at RG01
moata.Cheshire.156376.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156376,,,,,,Cheshire
moata.Cheshire.156377.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156377,,,,,,Cheshire
moata.Cheshire.156378.SDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156378,,,,,,Cheshire
moata.Cheshire.156379.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156379,,,,,,Cheshire
moata.Cheshire.156381.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156381,,,,,,Cheshire
moata.Cheshire.156382.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156382,,,,,,Cheshire
moata.Cheshire.156383.Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156383,,,,,,Cheshire
moata.Cheshire.156384.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:34:36 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156384,,,,,,Cheshire
moata.Cheshire.156386.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:34:45 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156386,,,,,,Cheshire
moata.Cheshire.166496.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,166496,,,,,,Cheshire
moata.COURTNEY.805384.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805384,,,,,,COURTNEY
moata.COURTNEY.805389.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805389,,,,,,COURTNEY
moata.COURTNEY.806250.Rainfall,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,806250,,,,,,COURTNEY
moata.COURTNEY.806251.Rainfall (multi-source for alarming),RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,806251,,,,,,COURTNEY
moata.COURTNEY.806252.Rainfall 2hr window sum,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,806252,,,,,,COURTNEY
moata.COURTNEY.806253.Rainfall 24hr window sum,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,806253,,,,,,COURTNEY
moata.Cowan.33611.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33611,,,,,,Cowan
moata.Cowan.33634.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33634,,,,,,Cowan
moata.Cowan.689377.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:34:59 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689377,,,,,,Cowan
moata.Cowan.689378.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:35:05 pm,18/02/2024 10:55:00 am,13940,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689378,,,,,,Cowan
moata.Cresswell.173532.LRDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,173532,,,,,,Cresswell
moata.Cresswell.178232.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:35:24 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,178232,,,,,,Cresswell
moata.Cresswell.178233.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:35:40 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,178233,,,,,,Cresswell
moata.Cresswell.262555.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:35:48 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262555,,,,,,Cresswell
moata.Cresswell.32220.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32220,,,,,,Cresswell
moata.Cresswell.32221.SDEPTH_3,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32221,,,,,,Cresswell
moata.Cresswell.32222.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32222,,,,,,Cresswell
moata.Cresswell.32224.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:35:59 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32224,,,,,,Cresswell
moata.Cresswell.32227.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32227,,,,,,Cresswell
moata.Cresswell.32228.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32228,,,,,,Cresswell
moata.Cresswell.32229.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32229,,,,,,Cresswell
moata.Cresswell.33613.Udepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33613,,,,,,Cresswell
moata.Cresswell.33630.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33630,,,,,,Cresswell
moata.Cresswell.35053.Sewer Flow (Rating),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:11 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35053,,,,,,Cresswell
moata.Cresswell.35054.Sewer Flow (Continuity),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:19 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35054,,,,,,Cresswell
moata.Cresswell.35055.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,35055,,,,,,Cresswell
moata.Cresswell.38168.Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:26 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,38168,,,,,,Cresswell
moata.Cresswell.39986.Final  Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,39986,,,,,,Cresswell
moata.Cresswell.40003.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:34 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40003,,,,,,Cresswell
moata.Cresswell.40019.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40019,,,,,,Cresswell
moata.Cresswell.689197.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:43 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689197,,,,,,Cresswell
moata.Days Bay raingauge.215610.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215610,,,,,,Days Bay raingauge
moata.DAYSBAY.201417.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201417,,,,,,DAYSBAY
moata.Delaney PRV raingauge.215611.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215611,,,,,,Delaney PRV raingauge
moata.Drummond.33614.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33614,,,,,,Drummond
moata.Drummond.33632.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33632,,,,,,Drummond
moata.Drummond.689380.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:51 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689380,,,,,,Drummond
moata.Drummond.689381.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:36:58 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689381,,,,,,Drummond
moata.Duck Creek South.33848.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33848,,,,,,Duck Creek South
moata.Duck Creek South.33849.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:11 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33849,,,,,,Duck Creek South
moata.Duck Creek South.33850.Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33850,,,,,,Duck Creek South
moata.Duck Creek South.33851.PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33851,,,,,,Duck Creek South
moata.Duck Creek South.33852.SDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33852,,,,,,Duck Creek South
moata.Duck Creek South.33853.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33853,,,,,,Duck Creek South
moata.Duck Creek South.33854.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33854,,,,,,Duck Creek South
moata.Duck Creek South.35196.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35196,,,,,,Duck Creek South
moata.Duck Creek South.35197.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:20 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35197,,,,,,Duck Creek South
moata.Duncan.42721.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,42721,,,,,,Duncan
moata.Duncan.42724.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42724,,,,,,Duncan
moata.Duncan.42726.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,42726,,,,,,Duncan
moata.Duncan.42727.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42727,,,,,,Duncan
moata.Duncan.42728.Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42728,,,,,,Duncan
moata.Duncan.42729.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:28 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42729,,,,,,Duncan
moata.Duncan.42731.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:39 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42731,,,,,,Duncan
moata.Duncan.42732.DFINAL,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,42732,,,,,,Duncan
moata.Duncan.42733.VFINAL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42733,,,,,,Duncan
moata.Duncan.42734.QFINAL,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,42734,,,,,,Duncan
moata.DUNGARVIN.808050.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808050,,,,,,DUNGARVIN
moata.DUNGARVIN.808051.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808051,,,,,,DUNGARVIN
moata.DUNGARVIN.808052.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808052,,,,,,DUNGARVIN
moata.DUNGARVIN.808057.Prelim - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808057,,,,,,DUNGARVIN
moata.DUNGARVIN.808059.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808059,,,,,,DUNGARVIN
moata.East0095.1040968.PEAKVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,1040968,,,,,,East0095
moata.East0095.176540.Final  Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,176540,,,,,,East0095
moata.East0095.176541.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,176541,,,,,,East0095
moata.East0095.176542.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:48 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,176542,,,,,,East0095
moata.East0095.262560.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:37:56 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262560,,,,,,East0095
moata.East0095.33729.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33729,,,,,,East0095
moata.East0095.33730.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,33730,,,,,,East0095
moata.East0095.35200.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:38:03 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,35200,,,,,,East0095
moata.East0095.41115.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,41115,,,,,,East0095
moata.East0095.41116.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,41116,,,,,,East0095
moata.East0095.41117.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,41117,,,,,,East0095
moata.East0095.689202.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:38:14 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689202,,,,,,East0095
moata.East0095.790275.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:38:21 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,790275,,,,,,East0095
moata.Elphinstone Avenue at RG9.215612.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215612,,,,,,Elphinstone Avenue at RG9
moata.Extra 01 - WATERLOOSTN.201151.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201151,,,,,,Extra 01 - WATERLOOSTN
moata.Extra 01 - WATERLOOSTN.201197.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201197,,,,,,Extra 01 - WATERLOOSTN
moata.Extra 01 - WATERLOOSTN.201243.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201243,,,,,,Extra 01 - WATERLOOSTN
moata.Extra 01 - WATERLOOSTN.201287.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201287,,,,,,Extra 01 - WATERLOOSTN
